"Protein.name","Genes","UniProtKB.AC","Search","Path"
"CMRF35-like molecule 7 (CLM-7) (CD300 antigen-like family member B) (CMRF35-A2) (Immune receptor expressed on myeloid cells 3) (IREM-3) (Leukocyte mono-Ig-like receptor 5) (Triggering receptor expressed on myeloid cells 5) (TREM-5) (CD antigen CD300b)","CD300LB CD300B CLM7 CMRF35A2 IREM3 LMIR5 TREM5 UNQ2530/PRO6029","A8K4G0","cmrf35-like molecule 7 (clm-7) (cd300 antigen-like family member b) (cmrf35-a2) (immune receptor expressed on myeloid cells 3) (irem-3) (leukocyte mono-ig-like receptor 5) (triggering receptor expressed on myeloid cells 5) (trem-5) (cd antigen cd300b) cd300lb cd300b clm7 cmrf35a2 irem3 lmir5 trem5 unq2530/pro6029 a8k4g0","data/Array_objects_single_proteins/Array_object_A8K4G0.rds"
"Protein CEBPZOS (CEBPZ antisense RNA 1) (CEBPZ opposite strand)","CEBPZOS CEBPZ-AS1","A8MTT3","protein cebpzos (cebpz antisense rna 1) (cebpz opposite strand) cebpzos cebpz-as1 a8mtt3","data/Array_objects_single_proteins/Array_object_A8MTT3.rds"
"Germ cell-specific gene 1-like protein 2 (GSG1-like protein 2)","GSG1L2","A8MUP6","germ cell-specific gene 1-like protein 2 (gsg1-like protein 2) gsg1l2 a8mup6","data/Array_objects_single_proteins/Array_object_A8MUP6.rds"
"Protein HIDE1","HIDE1 C19orf38","A8MVS5","protein hide1 hide1 c19orf38 a8mvs5","data/Array_objects_single_proteins/Array_object_A8MVS5.rds"
"Protein FAM171A2","FAM171A2","A8MVW0","protein fam171a2 fam171a2 a8mvw0","data/Array_objects_single_proteins/Array_object_A8MVW0.rds"
"HEPACAM family member 2 (Mitotic kinetics regulator)","HEPACAM2 MIKI UNQ305/PRO346","A8MVW5","hepacam family member 2 (mitotic kinetics regulator) hepacam2 miki unq305/pro346 a8mvw5","data/Array_objects_single_proteins/Array_object_A8MVW5.rds"
"Butyrophilin-like protein 10","BTNL10","A8MVZ5","butyrophilin-like protein 10 btnl10 a8mvz5","data/Array_objects_single_proteins/Array_object_A8MVZ5.rds"
"Putative fatty acid desaturase 2-like protein FADS2B (Fatty acid desaturase 2 pseudogene 1) (Fatty acid desaturase 2B, pseudogene)","FADS2B FADS2P1","A8MWK0","putative fatty acid desaturase 2-like protein fads2b (fatty acid desaturase 2 pseudogene 1) (fatty acid desaturase 2b, pseudogene) fads2b fads2p1 a8mwk0","data/Array_objects_single_proteins/Array_object_A8MWK0.rds"
"Small integral membrane protein 34A","SMIM34A","A8MWV9","small integral membrane protein 34a smim34a a8mwv9","data/Array_objects_single_proteins/Array_object_A8MWV9.rds"
"Endosome/lysosome-associated apoptosis and autophagy regulator family member 2 (Estrogen-induced gene 121-like protein) (hEIG121L)","ELAPOR2 EIG121L KIAA1324L","A8MWY0","endosome/lysosome-associated apoptosis and autophagy regulator family member 2 (estrogen-induced gene 121-like protein) (heig121l) elapor2 eig121l kiaa1324l a8mwy0","data/Array_objects_single_proteins/Array_object_A8MWY0.rds"
"V-set and transmembrane domain-containing protein 5","VSTM5 C11orf90","A8MXK1","v-set and transmembrane domain-containing protein 5 vstm5 c11orf90 a8mxk1","data/Array_objects_single_proteins/Array_object_A8MXK1.rds"
"CMT1A duplicated region transcript 15 protein-like protein","CDRT15L2","A8MXV6","cmt1a duplicated region transcript 15 protein-like protein cdrt15l2 a8mxv6","data/Array_objects_single_proteins/Array_object_A8MXV6.rds"
"Transmembrane and coiled-coil domain-containing protein 5B","TMCO5B","A8MYB1","transmembrane and coiled-coil domain-containing protein 5b tmco5b a8myb1","data/Array_objects_single_proteins/Array_object_A8MYB1.rds"
"Potassium channel subfamily U member 1 (Calcium-activated potassium channel subunit alpha-3) (Calcium-activated potassium channel, subfamily M subunit alpha-3) (KCa5) (Slowpoke homolog 3)","KCNU1 KCNMA3 KCNMC1 SLO3","A8MYU2","potassium channel subfamily u member 1 (calcium-activated potassium channel subunit alpha-3) (calcium-activated potassium channel, subfamily m subunit alpha-3) (kca5) (slowpoke homolog 3) kcnu1 kcnma3 kcnmc1 slo3 a8myu2","data/Array_objects_single_proteins/Array_object_A8MYU2.rds"
"Uncharacterized protein C2orf74","C2orf74","A8MZ97","uncharacterized protein c2orf74 c2orf74 a8mz97","data/Array_objects_single_proteins/Array_object_A8MZ97.rds"
"Fer-1-like protein 4","FER1L4 C20orf124","A9Z1Z3","fer-1-like protein 4 fer1l4 c20orf124 a9z1z3","data/Array_objects_single_proteins/Array_object_A9Z1Z3.rds"
"Uroplakin-3b-like protein 1","UPK3BL1 UPLP","B0FP48","uroplakin-3b-like protein 1 upk3bl1 uplp b0fp48","data/Array_objects_single_proteins/Array_object_B0FP48.rds"
"Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 1 (EC 4.2.1.134) (3-hydroxyacyl-CoA dehydratase 1) (HACD1) (Cementum-attachment protein) (CAP) (Protein-tyrosine phosphatase-like member A)","HACD1 PTPLA","B0YJ81","very-long-chain (3r)-3-hydroxyacyl-coa dehydratase 1 (ec 4.2.1.134) (3-hydroxyacyl-coa dehydratase 1) (hacd1) (cementum-attachment protein) (cap) (protein-tyrosine phosphatase-like member a) hacd1 ptpla b0yj81","data/Array_objects_single_proteins/Array_object_B0YJ81.rds"
"Olfactory receptor 11H12","OR11H12","B2RN74","olfactory receptor 11h12 or11h12 b2rn74","data/Array_objects_single_proteins/Array_object_B2RN74.rds"
"Small integral membrane protein 1 (Vel blood group antigen)","SMIM1","B2RUZ4","small integral membrane protein 1 (vel blood group antigen) smim1 b2ruz4","data/Array_objects_single_proteins/Array_object_B2RUZ4.rds"
"Protein shisa-9","SHISA9","B4DS77","protein shisa-9 shisa9 b4ds77","data/Array_objects_single_proteins/Array_object_B4DS77.rds"
"Putative spermatogenesis-associated protein 31C2 (Protein FAM75C2)","SPATA31C2 FAM75C2","B4DYI2","putative spermatogenesis-associated protein 31c2 (protein fam75c2) spata31c2 fam75c2 b4dyi2","data/Array_objects_single_proteins/Array_object_B4DYI2.rds"
"Endogenous retrovirus group V member 1 Env polyprotein (HERV-V_19q13.41 provirus ancestral Env polyprotein 1)","ERVV-1 ENVV1","B6SEH8","endogenous retrovirus group v member 1 env polyprotein (herv-v_19q13.41 provirus ancestral env polyprotein 1) ervv-1 envv1 b6seh8","data/Array_objects_single_proteins/Array_object_B6SEH8.rds"
"Inward rectifier potassium channel 18 (Inward rectifier K(+) channel Kir2.6) (Potassium channel, inwardly rectifying subfamily J member 18)","KCNJ18","B7U540","inward rectifier potassium channel 18 (inward rectifier k(+) channel kir2.6) (potassium channel, inwardly rectifying subfamily j member 18) kcnj18 b7u540","data/Array_objects_single_proteins/Array_object_B7U540.rds"
"Protein shisa-8 (Shisa family member 8)","SHISA8 C22orf17","B8ZZ34","protein shisa-8 (shisa family member 8) shisa8 c22orf17 b8zz34","data/Array_objects_single_proteins/Array_object_B8ZZ34.rds"
"Transmembrane protein 150C","TMEM150C","B9EJG8","transmembrane protein 150c tmem150c b9ejg8","data/Array_objects_single_proteins/Array_object_B9EJG8.rds"
"Putative claudin-25","CLDN25","C9JDP6","putative claudin-25 cldn25 c9jdp6","data/Array_objects_single_proteins/Array_object_C9JDP6.rds"
"Proline-rich transmembrane protein 4","PRRT4","C9JH25","proline-rich transmembrane protein 4 prrt4 c9jh25","data/Array_objects_single_proteins/Array_object_C9JH25.rds"
"Transmembrane protein 238","TMEM238","C9JI98","transmembrane protein 238 tmem238 c9ji98","data/Array_objects_single_proteins/Array_object_C9JI98.rds"
"Putative transmembrane protein INAFM1 (InaF-motif-containing protein 1) (Proline-rich protein 24)","INAFM1 PRR24","C9JVW0","putative transmembrane protein inafm1 (inaf-motif-containing protein 1) (proline-rich protein 24) inafm1 prr24 c9jvw0","data/Array_objects_single_proteins/Array_object_C9JVW0.rds"
"Killer cell lectin-like receptor subfamily F member 2 (Lectin-like receptor F2) (Activating coreceptor NKp65)","KLRF2","D3W0D1","killer cell lectin-like receptor subfamily f member 2 (lectin-like receptor f2) (activating coreceptor nkp65) klrf2 d3w0d1","data/Array_objects_single_proteins/Array_object_D3W0D1.rds"
"Pheromone alpha factor receptor","STE2 YFL026W","D6VTK4","pheromone alpha factor receptor ste2 yfl026w d6vtk4","data/Array_objects_single_proteins/Array_object_D6VTK4.rds"
"Mucin-22 (Panbronchiolitis-related mucin-like protein 1)","MUC22 G4 PBMUCL1","E2RYF6","mucin-22 (panbronchiolitis-related mucin-like protein 1) muc22 g4 pbmucl1 e2ryf6","data/Array_objects_single_proteins/Array_object_E2RYF6.rds"
"Uroplakin-3b-like protein 2","UPK3BL2","E5RIL1","uroplakin-3b-like protein 2 upk3bl2 e5ril1","data/Array_objects_single_proteins/Array_object_E5RIL1.rds"
"Dopamine receptor 2 (Dopamine D2-like receptor dop-2)","dop-2 dop-2L K09G1.4","E7EM37","dopamine receptor 2 (dopamine d2-like receptor dop-2) dop-2 dop-2l k09g1.4 e7em37","data/Array_objects_single_proteins/Array_object_E7EM37.rds"
"RING finger protein 223","RNF223","E7ERA6","ring finger protein 223 rnf223 e7era6","data/Array_objects_single_proteins/Array_object_E7ERA6.rds"
"NADH dehydrogenase [ubiquinone] 1 subunit C2, isoform 2 (NDUFC2-KCTD14 readthrough transcript protein)","NDUFC2-KCTD14","E9PQ53","nadh dehydrogenase [ubiquinone] 1 subunit c2, isoform 2 (ndufc2-kctd14 readthrough transcript protein) ndufc2-kctd14 e9pq53","data/Array_objects_single_proteins/Array_object_E9PQ53.rds"
"Fibronectin type III domain-containing protein 10","FNDC10 C1orf233","F2Z333","fibronectin type iii domain-containing protein 10 fndc10 c1orf233 f2z333","data/Array_objects_single_proteins/Array_object_F2Z333.rds"
"Uncharacterized membrane protein C3orf80","C3orf80","F5H4A9","uncharacterized membrane protein c3orf80 c3orf80 f5h4a9","data/Array_objects_single_proteins/Array_object_F5H4A9.rds"
"Alternative prion protein (AltPrP)","PRNP ALTPRP PRIP PRP","F7VJQ1","alternative prion protein (altprp) prnp altprp prip prp f7vjq1","data/Array_objects_single_proteins/Array_object_F7VJQ1.rds"
"Putative solute carrier organic anion transporter family member 1B7 (Liver-specific organic anion transporter 3) (LST-3)","SLCO1B7 LST3 LST3TM12","G3V0H7","putative solute carrier organic anion transporter family member 1b7 (liver-specific organic anion transporter 3) (lst-3) slco1b7 lst3 lst3tm12 g3v0h7","data/Array_objects_single_proteins/Array_object_G3V0H7.rds"
"Gamma-aminobutyric acid type B receptor subunit 2","gbb-2 ZK180.1","G5ECB2","gamma-aminobutyric acid type b receptor subunit 2 gbb-2 zk180.1 g5ecb2","data/Array_objects_single_proteins/Array_object_G5ECB2.rds"
"G-protein coupled receptor aex-2 (Aboc, expulsion defective protein 2)","aex-2 T14B1.2","G5ECD9","g-protein coupled receptor aex-2 (aboc, expulsion defective protein 2) aex-2 t14b1.2 g5ecd9","data/Array_objects_single_proteins/Array_object_G5ECD9.rds"
"Frizzled-2","cfz-2 F27E11.3","G5ECQ2","frizzled-2 cfz-2 f27e11.3 g5ecq2","data/Array_objects_single_proteins/Array_object_G5ECQ2.rds"
"Latrophilin-like protein LAT-2","lat-2 B0286.2","G5ECX0","latrophilin-like protein lat-2 lat-2 b0286.2 g5ecx0","data/Array_objects_single_proteins/Array_object_G5ECX0.rds"
"Latrophilin-like protein 1","lat-1 B0457.1","G5EDW2","latrophilin-like protein 1 lat-1 b0457.1 g5edw2","data/Array_objects_single_proteins/Array_object_G5EDW2.rds"
"Transmembrane protein 250 (Herpes virus UL25-binding protein)","TMEM250 C9orf69","H0YL14","transmembrane protein 250 (herpes virus ul25-binding protein) tmem250 c9orf69 h0yl14","data/Array_objects_single_proteins/Array_object_H0YL14.rds"
"Gamma-aminobutyric acid type B receptor subunit 1","gbb-1 Y41G9A.4","H2L0Q3","gamma-aminobutyric acid type b receptor subunit 1 gbb-1 y41g9a.4 h2l0q3","data/Array_objects_single_proteins/Array_object_H2L0Q3.rds"
"Small leucine-rich protein 1","SMLR1","H3BR10","small leucine-rich protein 1 smlr1 h3br10","data/Array_objects_single_proteins/Array_object_H3BR10.rds"
"Transmembrane protein 178B","TMEM178B","H3BS89","transmembrane protein 178b tmem178b h3bs89","data/Array_objects_single_proteins/Array_object_H3BS89.rds"
"Transforming growth factor-beta receptor type 3-like protein (TGF-beta receptor type-3-like protein) (TGFR-3L) (Transforming growth factor-beta receptor type III-like protein) (TGF-beta receptor type III-like protein)","TGFBR3L","H3BV60","transforming growth factor-beta receptor type 3-like protein (tgf-beta receptor type-3-like protein) (tgfr-3l) (transforming growth factor-beta receptor type iii-like protein) (tgf-beta receptor type iii-like protein) tgfbr3l h3bv60","data/Array_objects_single_proteins/Array_object_H3BV60.rds"
"Claudin-34","CLDN34","H7C241","claudin-34 cldn34 h7c241","data/Array_objects_single_proteins/Array_object_H7C241.rds"
"Golgi-associated olfactory signaling regulator (Golgi protein in olfactory neurons) (Goofy)","GFY","I3L273","golgi-associated olfactory signaling regulator (golgi protein in olfactory neurons) (goofy) gfy i3l273","data/Array_objects_single_proteins/Array_object_I3L273.rds"
"Small integral membrane protein 22 (Cancer-associated small integral membrane open reading frame 1)","SMIM22 CASIMO1","K7EJ46","small integral membrane protein 22 (cancer-associated small integral membrane open reading frame 1) smim22 casimo1 k7ej46","data/Array_objects_single_proteins/Array_object_K7EJ46.rds"
"SLC35A4 upstream open reading frame protein","SLC35A4","L0R6Q1","slc35a4 upstream open reading frame protein slc35a4 l0r6q1","data/Array_objects_single_proteins/Array_object_L0R6Q1.rds"
"RING finger protein 225","RNF225","M0QZC1","ring finger protein 225 rnf225 m0qzc1","data/Array_objects_single_proteins/Array_object_M0QZC1.rds"
"UBX domain-containing protein 8 (Reproduction 8 protein) (Rep-8 protein) (UBX domain-containing protein 6)","UBXN8 D8S2298E REP8 UBXD6","O00124","ubx domain-containing protein 8 (reproduction 8 protein) (rep-8 protein) (ubx domain-containing protein 6) ubxn8 d8s2298e rep8 ubxd6 o00124","data/Array_objects_single_proteins/Array_object_O00124.rds"
"Frizzled-9 (Fz-9) (hFz9) (FzE6) (CD antigen CD349)","FZD9 FZD3","O00144","frizzled-9 (fz-9) (hfz9) (fze6) (cd antigen cd349) fzd9 fzd3 o00144","data/Array_objects_single_proteins/Array_object_O00144.rds"
"Probable G-protein coupled receptor 25","GPR25","O00155","probable g-protein coupled receptor 25 gpr25 o00155","data/Array_objects_single_proteins/Array_object_O00155.rds"
"Phospholemman (FXYD domain-containing ion transport regulator 1) (Sodium/potassium-transporting ATPase subunit FXYD1)","FXYD1 PLM","O00168","phospholemman (fxyd domain-containing ion transport regulator 1) (sodium/potassium-transporting atpase subunit fxyd1) fxyd1 plm o00168","data/Array_objects_single_proteins/Array_object_O00168.rds"
"Potassium channel subfamily K member 1 (Inward rectifying potassium channel protein TWIK-1) (Potassium channel K2P1) (Potassium channel KCNO1)","KCNK1 HOHO1 KCNO1 TWIK1","O00180","potassium channel subfamily k member 1 (inward rectifying potassium channel protein twik-1) (potassium channel k2p1) (potassium channel kcno1) kcnk1 hoho1 kcno1 twik1 o00180","data/Array_objects_single_proteins/Array_object_O00180.rds"
"Toll-like receptor 4 (EC 3.2.2.6) (hToll) (CD antigen CD284)","TLR4","O00206","toll-like receptor 4 (ec 3.2.2.6) (htoll) (cd antigen cd284) tlr4 o00206","data/Array_objects_single_proteins/Array_object_O00206.rds"
"Tumor necrosis factor receptor superfamily member 10A (Death receptor 4) (TNF-related apoptosis-inducing ligand receptor 1) (TRAIL receptor 1) (TRAIL-R1) (CD antigen CD261)","TNFRSF10A APO2 DR4 TRAILR1","O00220","tumor necrosis factor receptor superfamily member 10a (death receptor 4) (tnf-related apoptosis-inducing ligand receptor 1) (trail receptor 1) (trail-r1) (cd antigen cd261) tnfrsf10a apo2 dr4 trailr1 o00220","data/Array_objects_single_proteins/Array_object_O00220.rds"
"Metabotropic glutamate receptor 8 (mGluR8)","GRM8 GPRC1H MGLUR8","O00222","metabotropic glutamate receptor 8 (mglur8) grm8 gprc1h mglur8 o00222","data/Array_objects_single_proteins/Array_object_O00222.rds"
"E3 ubiquitin-protein ligase RNF103 (EC 2.3.2.27) (KF-1) (hKF-1) (RING finger protein 103) (RING-type E3 ubiquitin transferase RNF103) (Zinc finger protein 103 homolog) (Zfp-103)","RNF103 ZFP103","O00237","e3 ubiquitin-protein ligase rnf103 (ec 2.3.2.27) (kf-1) (hkf-1) (ring finger protein 103) (ring-type e3 ubiquitin transferase rnf103) (zinc finger protein 103 homolog) (zfp-103) rnf103 zfp103 o00237","data/Array_objects_single_proteins/Array_object_O00237.rds"
"Bone morphogenetic protein receptor type-1B (BMP type-1B receptor) (BMPR-1B) (EC 2.7.11.30) (CD antigen CDw293)","BMPR1B","O00238","bone morphogenetic protein receptor type-1b (bmp type-1b receptor) (bmpr-1b) (ec 2.7.11.30) (cd antigen cdw293) bmpr1b o00238","data/Array_objects_single_proteins/Array_object_O00238.rds"
"Membrane-associated progesterone receptor component 1 (mPR) (Dap1) (IZA)","PGRMC1 HPR6.6 PGRMC","O00264","membrane-associated progesterone receptor component 1 (mpr) (dap1) (iza) pgrmc1 hpr6.6 pgrmc o00264","data/Array_objects_single_proteins/Array_object_O00264.rds"
"12-(S)-hydroxy-5,8,10,14-eicosatetraenoic acid receptor (12-(S)-HETE receptor) (12-HETER) (G-protein coupled receptor 31) (GPR31/12-HETER)","GPR31","O00270","12-(s)-hydroxy-5,8,10,14-eicosatetraenoic acid receptor (12-(s)-hete receptor) (12-heter) (g-protein coupled receptor 31) (gpr31/12-heter) gpr31 o00270","data/Array_objects_single_proteins/Array_object_O00270.rds"
"Sodium/nucleoside cotransporter 1 (Concentrative nucleoside transporter 1) (CNT 1) (hCNT1) (Na(+)/nucleoside cotransporter 1) (Sodium-coupled nucleoside transporter 1) (Solute carrier family 28 member 1)","SLC28A1 CNT1","O00337","sodium/nucleoside cotransporter 1 (concentrative nucleoside transporter 1) (cnt 1) (hcnt1) (na(+)/nucleoside cotransporter 1) (sodium-coupled nucleoside transporter 1) (solute carrier family 28 member 1) slc28a1 cnt1 o00337","data/Array_objects_single_proteins/Array_object_O00337.rds"
"Excitatory amino acid transporter 5 (Retinal glutamate transporter) (Solute carrier family 1 member 7)","SLC1A7 EAAT5","O00341","excitatory amino acid transporter 5 (retinal glutamate transporter) (solute carrier family 1 member 7) slc1a7 eaat5 o00341","data/Array_objects_single_proteins/Array_object_O00341.rds"
"Sulfhydryl oxidase 1 (hQSOX) (EC 1.8.3.2) (Quiescin Q6)","QSOX1 QSCN6 UNQ2520/PRO6013","O00391","sulfhydryl oxidase 1 (hqsox) (ec 1.8.3.2) (quiescin q6) qsox1 qscn6 unq2520/pro6013 o00391","data/Array_objects_single_proteins/Array_object_O00391.rds"
"Putative P2Y purinoceptor 10 (P2Y10) (P2Y-like receptor)","P2RY10","O00398","putative p2y purinoceptor 10 (p2y10) (p2y-like receptor) p2ry10 o00398","data/Array_objects_single_proteins/Array_object_O00398.rds"
"Acetyl-coenzyme A transporter 1 (AT-1) (Acetyl-CoA transporter 1) (Solute carrier family 33 member 1)","SLC33A1 ACATN AT1","O00400","acetyl-coenzyme a transporter 1 (at-1) (acetyl-coa transporter 1) (solute carrier family 33 member 1) slc33a1 acatn at1 o00400","data/Array_objects_single_proteins/Array_object_O00400.rds"
"C-C chemokine receptor-like 2 (Chemokine receptor CCR11) (Chemokine receptor X) (Putative MCP-1 chemokine receptor)","CCRL2 CCR11 CCR6 CKRX CRAM HCR","O00421","c-c chemokine receptor-like 2 (chemokine receptor ccr11) (chemokine receptor x) (putative mcp-1 chemokine receptor) ccrl2 ccr11 ccr6 ckrx cram hcr o00421","data/Array_objects_single_proteins/Array_object_O00421.rds"
